name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Columbine West Apartments,Littleton,Arapahoe County,Colorado,80128,39.59441,-105.07732,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Creating Possibilities,Littleton,Arapahoe County,Colorado,80120,39.58442,-104.99192,8," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dispersed South,Littleton,Arapahoe County,Colorado,80123,39.63159,-105.03486,419,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
John Newey Jr Family Housing,Littleton,Arapahoe County,Colorado,80120,39.61533,-105.00962,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lara Lea Apartments,Littleton,Arapahoe County,Colorado,80120,39.61609,-104.99404,36," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Littleton,Littleton,Arapahoe County,Colorado,80120,39.61075,-105.00345,143,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Littleton Assisted Living Fac.,Littleton,Arapahoe County,Colorado,80120,39.61139,-105.01786,111," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Main Street Apartments,Littleton,Arapahoe County,Colorado,80120,39.61352,-105.01534,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
South Creek Apartments,Littleton,Arapahoe County,Colorado,80120,39.6107,-105.01764,36," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kings Point Apartments,Sheridan,Arapahoe County,Colorado,0,39.651733,-105.034429,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renaissance at Loretto Heights,Sheridan,Arapahoe County,Colorado,80110,39.65556,-105.02734,76," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Archuleta Housing for the Elderly,Pagosa Springs,Archuleta County,Colorado,0,37.25781,-107.017074,12," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Casa De Los Arcos,Pagosa Springs,Archuleta County,Colorado,0,37.259893,-107.017221,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hickory Ridge Apartments,Pagosa Springs,Archuleta County,Colorado,81147,37.25152,-107.08838,41," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lakeview Estates,Pagosa Springs,Archuleta County,Colorado,81147,37.25831,-107.0909,80," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Springfield Elderly Housing,Springfield,Baca County,Colorado,81073,37.40812,-102.62425,32," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ola B. Holt Manors,Walsh,Baca County,Colorado,0,37.383797,-102.278051,18," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Arkansas Valley Community Center,Las Animas,Bent County,Colorado,81054,38.05555,-103.23409,5," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Las Animas Housing,Las Animas,Bent County,Colorado,81054,38.07038,-103.22396,18," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunshine Village Apartments,Las Animas,Bent County,Colorado,81054,38.07216,-103.22395,25," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alvarado Village,Boulder,Boulder County,Colorado,80305,39.99544,-105.25248,28," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boulder - Parkside,Boulder,Boulder County,Colorado,80301,40.02922,-105.23574,36,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Broadway East Community,Boulder,Boulder County,Colorado,80304,40.03125,-105.28198,44," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Broadway West Community,Boulder,Boulder County,Colorado,80304,40.03168,-105.28088,26," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Canyon Pointe,Boulder,Boulder County,Colorado,80302,40.01525,-105.28578,82," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Catamaran Court,Boulder,Boulder County,Colorado,80301,40.05639,-105.19784,12," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dunn Memorial Housing,Boulder,Boulder County,Colorado,80303,NULL,NULL,14,Near Elderly (55+),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fairways Apartments,Boulder,Boulder County,Colorado,80303,40.01433,-105.2237,70," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Family Sites - Ac, Dc, Ih, Ka, Mn, Md",Boulder,Boulder County,Colorado,80303,39.99951,-105.22885,192,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Foothills,Boulder,Boulder County,Colorado,80302,40.03926,-105.380181,74,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Foothills Community,Boulder,Boulder County,Colorado,80304,40.05559,-105.28703,74," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Glen Willow Apartments,Boulder,Boulder County,Colorado,80302,40.01549,-105.29169,34," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H96023 Peakproperties,Boulder,Boulder County,Colorado,0,40.010496,-105.27684,160,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Holiday Neighborhood,Boulder,Boulder County,Colorado,80304,40.05968,-105.27629,49," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Parkside Family Housing,Boulder,Boulder County,Colorado,80301,40.02953,-105.23617,34," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Red Oak Park,Boulder,Boulder County,Colorado,80304,40.02969,-105.26245,59," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
San Juan Del Centro Apartments,Boulder,Boulder County,Colorado,80301,40.03121,-105.24848,150," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Senior Sites - Np, Wp",Boulder,Boulder County,Colorado,80302,40.0183,-105.26944,145,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
The Hub Apartments,Boulder,Boulder County,Colorado,80302,40.01869,-105.26117,83," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Thistle Acq of 20th Street Correll,Boulder,Boulder County,Colorado,80302,40.00082,-105.26806,21,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Thistle Fairways Apartments,Boulder,Boulder County,Colorado,80303,40.01378,-105.22398,71,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Thistle Mapleton Acqusition,Boulder,Boulder County,Colorado,80302,40.01858,-105.26343,135,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Thistle Van Artists Apartments,Boulder,Boulder County,Colorado,80302,40.01653,-105.2643,26,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Uptown Broadway,Boulder,Boulder County,Colorado,80304,40.05734,-105.28006,32," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Vistoso Apartments,Boulder,Boulder County,Colorado,80303,39.9995,-105.23718,15," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Forest Manor Apartments,Glendale,Boulder County,Colorado,80246,39.70464,-104.92878,103," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eagle Place,Lafayette,Boulder County,Colorado,80026,39.98598,-105.11676,60," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Helios Station Apartments,Lafayette,Boulder County,Colorado,80026,40.00262,-105.09323,30," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Josephine Commons,Lafayette,Boulder County,Colorado,80026,39.99452,-105.0787,74," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Peakview Apartments,Lafayette,Boulder County,Colorado,80026,39.98772,-105.0843,160," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aspen Meadows,Longmont,Boulder County,Colorado,80501,40.19642,-105.09515,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Aspen Meadows Neighborhood,Longmont,Boulder County,Colorado,80501,40.1984,-105.09218,28," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cannery,Longmont,Boulder County,Colorado,80501,40.16298,-105.09437,94," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cloverbasin Village,Longmont,Boulder County,Colorado,80503,40.14909,-105.16146,176," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Coffman Townhome,Longmont,Boulder County,Colorado,80501,40.16308,-105.10344,17," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Eastglen Townhomes,Longmont,Boulder County,Colorado,80504,40.16914,-105.08699,102," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
H1hom00069c Longmont Housing Devel.,Longmont,Boulder County,Colorado,80501,40.17422,-105.1034,50,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Imagine Housing Corp. II,Longmont,Boulder County,Colorado,80026,39.99773,-105.10007,6," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Independent Living,Longmont,Boulder County,Colorado,80501,40.17739,-105.09622,5," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kimbark Twelve Hundred,Longmont,Boulder County,Colorado,80501,40.17999,-105.10038,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lodge at Hover Crossing,Longmont,Boulder County,Colorado,80501,40.19045,-105.12812,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Longmont Supportive Housing,Longmont,Boulder County,Colorado,80503,40.19185,-105.13138,18," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Longs Peak Residence,Longmont,Boulder County,Colorado,80501,40.19705,-105.10033,51," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Montview Meadows,Longmont,Boulder County,Colorado,80501,40.18074,-105.12885,27," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mountain View Plaza,Longmont,Boulder County,Colorado,80501,40.18269,-105.09698,80," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Parkside Apartments,Longmont,Boulder County,Colorado,80501,40.17986,-105.12492,50," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Quail Village,Longmont,Boulder County,Colorado,80501,40.14409,-105.09789,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Stonehedge Place Apartments,Longmont,Boulder County,Colorado,80501,40.16954,-105.09208,114," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Hearthstone,Longmont,Boulder County,Colorado,80501,40.1663,-105.115,49," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Village Place at Longmont,Longmont,Boulder County,Colorado,80501,40.16903,-105.10372,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Louisville,Louisville,Boulder County,Colorado,80027,39.98687,-105.14848,13,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lydia Morgan Elderly.,Louisville,Boulder County,Colorado,80027,39.98475,-105.13698,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Meadow Ridge Apartments,Louisville,Boulder County,Colorado,80027,39.95853,-105.15801,180," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Regal Square,Louisville,Boulder County,Colorado,80027,39.98926,-105.14121,30," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunnyside Place,Louisville,Boulder County,Colorado,80027,39.97421,-105.12868,17," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Bloomfield Place,Lyons,Boulder County,Colorado,0,40.226018,-105.271534,8," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Walter Self Apartments,Lyons,Boulder County,Colorado,80540,40.22343,-105.26755,24," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Broomfield Greens,Broomfield,Broomfield County,Colorado,80020,39.92241,-105.0537,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Broomfield Silvercrest,Broomfield,Broomfield County,Colorado,80020,39.93112,-105.05532,86," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Maryel Manor,Broomfield,Broomfield County,Colorado,80020,39.92318,-105.0538,50," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance, Senior (62+)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Town Centre Senior Apartments,Broomfield,Broomfield County,Colorado,80020,39.91609,-105.06121,88," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sunrise Manor Apartments,Buena Vista,Chaffee County,Colorado,81211,38.83806,-106.13218,40," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Deanza Vista,Poncha Springs,Chaffee County,Colorado,0,38.514574,-106.066029,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Deanza Vista II,Poncha Springs,Chaffee County,Colorado,0,38.514218,-106.068377,8," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mt Shavano Manor,Salida,Chaffee County,Colorado,81201,38.52645,-106.00881,50,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
River Bend Apartments,Salida,Chaffee County,Colorado,81201,38.53006,-106.01086,30," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Salida Apartments,Salida,Chaffee County,Colorado,81201,38.52589,-105.99246,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Cheyenne Wells,Cheyenne Wells,Cheyenne County,Colorado,80810,38.82081,-102.36138,25,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Project Support,Idaho Springs,Clear Creek County,Colorado,0,39.74205,-105.513237,16," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Antonito,Antonito,Conejos County,Colorado,0,37.074074,-106.011147,29,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Antonito Family Housing,Antonito,Conejos County,Colorado,0,37.07806,-106.012704,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gomez Manor,Antonito,Conejos County,Colorado,0,37.079151,-106.005792,16," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Plaza Del Sol Manor,La Jara,Conejos County,Colorado,81140,37.26402,-105.96579,26," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Conejos County,Manassa,Conejos County,Colorado,81141,37.174019,-105.93517,44,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Gilbert Manor, Cotton Wood Apartments and Willow Grove Apartments",San Luis,Costilla County,Colorado,0,37.20617,-105.420969,20,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
